run_accession	experiment_accession	sample_accession	sample_alias	library_name	library_strategy	instrument_model	instrument_platform	read_count	base_count	experiment_title	sample_title
SRR24975612	SRX20732885	SAMN35813542	GSM7500453	GSM7500453	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106243116	9668123556	Illumina NovaSeq 6000 sequencing: GSM7500453: hbca_c144,P103,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c144,P103,replicate_1,right,3hr_digestion
SRR24975614	SRX20732885	SAMN35813542	GSM7500453	GSM7500453	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	104100668	9473160788	Illumina NovaSeq 6000 sequencing: GSM7500453: hbca_c144,P103,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c144,P103,replicate_1,right,3hr_digestion
SRR24975616	SRX20732884	SAMN35813539	GSM7500456	GSM7500456	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	114822566	10448853506	Illumina NovaSeq 6000 sequencing: GSM7500456: hbca_c147,P106,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c147,P106,replicate_1,right,3hr_digestion
SRR24975617	SRX20732884	SAMN35813539	GSM7500456	GSM7500456	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	114696936	10437421176	Illumina NovaSeq 6000 sequencing: GSM7500456: hbca_c147,P106,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c147,P106,replicate_1,right,3hr_digestion
SRR24975620	SRX20732883	SAMN35813540	GSM7500455	GSM7500455	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	109555354	9969537214	Illumina NovaSeq 6000 sequencing: GSM7500455: hbca_c146,P105,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c146,P105,replicate_1,left,3hr_digestion
SRR24975624	SRX20732882	SAMN35813621	GSM7500374	GSM7500374	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	209684732	19081310612	Illumina NovaSeq 6000 sequencing: GSM7500374: hbca_c65,P50,replicate_2,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c65,P50,replicate_2,right,3hr_digestion
SRR24975625	SRX20732882	SAMN35813621	GSM7500374	GSM7500374	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	212466863	19334484533	Illumina NovaSeq 6000 sequencing: GSM7500374: hbca_c65,P50,replicate_2,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c65,P50,replicate_2,right,3hr_digestion
SRR24975627	SRX20732996	SAMN35813541	GSM7500454	GSM7500454	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	99003161	9009287651	Illumina NovaSeq 6000 sequencing: GSM7500454: hbca_c145,P104,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c145,P104,replicate_1,right,2hr_digstion
SRR24975628	SRX20732996	SAMN35813541	GSM7500454	GSM7500454	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	100508524	9146275684	Illumina NovaSeq 6000 sequencing: GSM7500454: hbca_c145,P104,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c145,P104,replicate_1,right,2hr_digstion
SRR24975629	SRX20732881	SAMN35813623	GSM7500372	GSM7500372	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	190688713	17352672883	Illumina NovaSeq 6000 sequencing: GSM7500372: hbca_c63,P50,replicate_2,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c63,P50,replicate_2,left,3hr_digestion
SRR24975631	SRX20732880	SAMN35813624	GSM7500371	GSM7500371	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	172037950	15655453450	Illumina NovaSeq 6000 sequencing: GSM7500371: hbca_c62,P50,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c62,P50,replicate_1,left,3hr_digestion
SRR24975633	SRX20732879	SAMN35813625	GSM7500370	GSM7500370	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	200341103	18231040373	Illumina NovaSeq 6000 sequencing: GSM7500370: hbca_c59,P49,replicate_2,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c59,P49,replicate_2,right,4hr_digestion
SRR24975634	SRX20732879	SAMN35813625	GSM7500370	GSM7500370	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	200574701	18252297791	Illumina NovaSeq 6000 sequencing: GSM7500370: hbca_c59,P49,replicate_2,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c59,P49,replicate_2,right,4hr_digestion
SRR24975640	SRX20732876	SAMN35813628	GSM7500367	GSM7500367	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	226628221	20623168111	Illumina NovaSeq 6000 sequencing: GSM7500367: hbca_c58,P48,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c58,P48,replicate_1,right,2hr_digstion
SRR24975647	SRX20732873	SAMN35813634	GSM7500361	GSM7500361	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	240590472	21893732952	Illumina NovaSeq 6000 sequencing: GSM7500361: hbca_c52,P45,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c52,P45,replicate_1,right,3hr_digestion
SRR24975649	SRX20732872	SAMN35813633	GSM7500362	GSM7500362	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	223034983	20296183453	Illumina NovaSeq 6000 sequencing: GSM7500362: hbca_c53,P46,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c53,P46,replicate_1,left,2hr_digstion
SRR24975650	SRX20732870	SAMN35813631	GSM7500364	GSM7500364	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	181891713	16552145883	Illumina NovaSeq 6000 sequencing: GSM7500364: hbca_c55,P47,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c55,P47,replicate_1,left,2hr_digstion
SRR24975652	SRX20732869	SAMN35813630	GSM7500365	GSM7500365	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	179599623	16343565693	Illumina NovaSeq 6000 sequencing: GSM7500365: hbca_c56,P47,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c56,P47,replicate_1,right,2hr_digstion
SRR24975658	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	29727102	2705166282	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975664	SRX20733031	SAMN35813472	GSM7500523	GSM7500523	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	81976657	7459875787	Illumina NovaSeq 6000 sequencing: GSM7500523: hbca_c160,P119,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c160,P119,replicate_1,contra,3hr_digestion
SRR24975665	SRX20733031	SAMN35813472	GSM7500523	GSM7500523	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	41753012	3799524092	Illumina NovaSeq 6000 sequencing: GSM7500523: hbca_c160,P119,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c160,P119,replicate_1,contra,3hr_digestion
SRR24975667	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	49241177	4480947107	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975670	SRX20733030	SAMN35813473	GSM7500522	GSM7500522	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	60798269	5532642479	Illumina NovaSeq 6000 sequencing: GSM7500522: hbca_c157,P116,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c157,P116,replicate_1,contra,3hr_digestion
SRR24975675	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	5118800	465810800	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975677	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	143099953	8767416228	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975680	SRX20733028	SAMN35813478	GSM7500517	GSM7500517	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	120711798	10984773618	Illumina NovaSeq 6000 sequencing: GSM7500517: hbca_c159,P118,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c159,P118,replicate_1,contra,3hr_digestion
SRR24975681	SRX20733028	SAMN35813478	GSM7500517	GSM7500517	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	133212284	12122317844	Illumina NovaSeq 6000 sequencing: GSM7500517: hbca_c159,P118,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c159,P118,replicate_1,contra,3hr_digestion
SRR24975682	SRX20733028	SAMN35813478	GSM7500517	GSM7500517	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103218177	9392854107	Illumina NovaSeq 6000 sequencing: GSM7500517: hbca_c159,P118,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c159,P118,replicate_1,contra,3hr_digestion
SRR24975684	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	21206706	1929810246	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975686	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	58965349	5365846759	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975687	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	15101565	1374242415	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975688	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	9350957	850937087	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975690	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	72390156	6587504196	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975697	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	19469049	1771683459	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975698	SRX20733027	SAMN35813475	GSM7500520	GSM7500520	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	13072589	1189605599	Illumina NovaSeq 6000 sequencing: GSM7500520: hbca_c164,P123,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c164,P123,replicate_1,contra,3hr_digestion
SRR24975700	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	31686432	2883465312	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975705	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	24542323	2233351393	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975708	SRX20733026	SAMN35813479	GSM7500516	GSM7500516	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	104594839	9518130349	Illumina NovaSeq 6000 sequencing: GSM7500516: hbca_c163,P122,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c163,P122,replicate_1,contra,3hr_digestion
SRR24975709	SRX20733026	SAMN35813479	GSM7500516	GSM7500516	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	148099755	13477077705	Illumina NovaSeq 6000 sequencing: GSM7500516: hbca_c163,P122,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c163,P122,replicate_1,contra,3hr_digestion
SRR24975712	SRX20733026	SAMN35813479	GSM7500516	GSM7500516	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	27458396	2498714036	Illumina NovaSeq 6000 sequencing: GSM7500516: hbca_c163,P122,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c163,P122,replicate_1,contra,3hr_digestion
SRR24975713	SRX20733025	SAMN35813480	GSM7500515	GSM7500515	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	98805078	8991262098	Illumina NovaSeq 6000 sequencing: GSM7500515: hbca_c158,P117,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c158,P117,replicate_1,contra,3hr_digestion
SRR24975715	SRX20733025	SAMN35813480	GSM7500515	GSM7500515	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106992065	9736277915	Illumina NovaSeq 6000 sequencing: GSM7500515: hbca_c158,P117,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c158,P117,replicate_1,contra,3hr_digestion
SRR24975718	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	21103224	1920393384	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975719	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	19515377	1775899307	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975721	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	18330320	1668059120	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975722	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	18369946	1671665086	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975723	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	22507028	2048139548	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975728	SRX20733021	SAMN35813484	GSM7500511	GSM7500511	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	85370153	8366274994	Illumina HiSeq 4000 sequencing: GSM7500511: hbca_c19,P15,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c19,P15,replicate_1,both,overnight_digestion
SRR24975729	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	26991258	2456204478	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975733	SRX20733023	SAMN35813482	GSM7500513	GSM7500513	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	105273904	9579925264	Illumina NovaSeq 6000 sequencing: GSM7500513: hbca_c154,P113,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c154,P113,replicate_1,contra,3hr_digestion
SRR24975734	SRX20733022	SAMN35813483	GSM7500512	GSM7500512	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	173464956	15785310996	Illumina NovaSeq 6000 sequencing: GSM7500512: hbca_c165,P124,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c165,P124,replicate_1,contra,3hr_digestion
SRR24975740	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	25170173	2466676954	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975745	SRX20733020	SAMN35813489	GSM7500506	GSM7500506	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	117615753	11526343794	Illumina HiSeq 4000 sequencing: GSM7500506: hbca_c14,P12,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c14,P12,replicate_1,both,overnight_digestion
SRR24975746	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	29718766	2912439068	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975753	SRX20733019	SAMN35813485	GSM7500510	GSM7500510	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	81345345	7971843810	Illumina HiSeq 4000 sequencing: GSM7500510: hbca_c24,P19,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c24,P19,replicate_1,both,overnight_digestion
SRR24975758	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	30501130	2989110740	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975763	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	13893596	1361572408	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975764	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	30564828	2995353144	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975768	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	23769114	2329373172	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975774	SRX20733011	SAMN35813493	GSM7500502	GSM7500502	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	102810244	10075403912	Illumina HiSeq 4000 sequencing: GSM7500502: hbca_c16,P13,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c16,P13,replicate_1,both,overnight_digestion
SRR24975781	SRX20733016	SAMN35813488	GSM7500507	GSM7500507	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	72019166	7057878268	Illumina HiSeq 4000 sequencing: GSM7500507: hbca_c15,P12,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c15,P12,replicate_2,both,overnight_digestion
SRR24975782	SRX20733016	SAMN35813488	GSM7500507	GSM7500507	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	69707388	6831324024	Illumina HiSeq 4000 sequencing: GSM7500507: hbca_c15,P12,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c15,P12,replicate_2,both,overnight_digestion
SRR24975784	SRX20733016	SAMN35813488	GSM7500507	GSM7500507	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	20351325	1994429850	Illumina HiSeq 4000 sequencing: GSM7500507: hbca_c15,P12,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c15,P12,replicate_2,both,overnight_digestion
SRR24975785	SRX20733016	SAMN35813488	GSM7500507	GSM7500507	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	20987277	2056753146	Illumina HiSeq 4000 sequencing: GSM7500507: hbca_c15,P12,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c15,P12,replicate_2,both,overnight_digestion
SRR24975786	SRX20733016	SAMN35813488	GSM7500507	GSM7500507	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	13556490	1328536020	Illumina HiSeq 4000 sequencing: GSM7500507: hbca_c15,P12,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c15,P12,replicate_2,both,overnight_digestion
SRR24975787	SRX20733016	SAMN35813488	GSM7500507	GSM7500507	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	13169207	1290582286	Illumina HiSeq 4000 sequencing: GSM7500507: hbca_c15,P12,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c15,P12,replicate_2,both,overnight_digestion
SRR24975792	SRX20733020	SAMN35813489	GSM7500506	GSM7500506	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	9204673	902057954	Illumina HiSeq 4000 sequencing: GSM7500506: hbca_c14,P12,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c14,P12,replicate_1,both,overnight_digestion
SRR24975793	SRX20733020	SAMN35813489	GSM7500506	GSM7500506	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	18132145	1776950210	Illumina HiSeq 4000 sequencing: GSM7500506: hbca_c14,P12,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c14,P12,replicate_1,both,overnight_digestion
SRR24975795	SRX20733020	SAMN35813489	GSM7500506	GSM7500506	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	14778486	1448291628	Illumina HiSeq 4000 sequencing: GSM7500506: hbca_c14,P12,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c14,P12,replicate_1,both,overnight_digestion
SRR24975799	SRX20733014	SAMN35813490	GSM7500505	GSM7500505	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	61797629	6056167642	Illumina HiSeq 4000 sequencing: GSM7500505: hbca_c20,P16,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c20,P16,replicate_1,both,overnight_digestion
SRR24975802	SRX20733014	SAMN35813490	GSM7500505	GSM7500505	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	52597300	5154535400	Illumina HiSeq 4000 sequencing: GSM7500505: hbca_c20,P16,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c20,P16,replicate_1,both,overnight_digestion
SRR24975805	SRX20733014	SAMN35813490	GSM7500505	GSM7500505	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	66989628	6564983544	Illumina HiSeq 4000 sequencing: GSM7500505: hbca_c20,P16,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c20,P16,replicate_1,both,overnight_digestion
SRR24975809	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	20632495	2021984510	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975810	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	27875974	2731845452	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975811	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	42163892	4132061416	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975813	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	34939921	3424112258	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975815	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	25871694	2535426012	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975817	SRX20733012	SAMN35813492	GSM7500503	GSM7500503	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	83583437	8191176826	Illumina HiSeq 4000 sequencing: GSM7500503: hbca_c17,P13,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c17,P13,replicate_2,both,overnight_digestion
SRR24975819	SRX20733012	SAMN35813492	GSM7500503	GSM7500503	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	106010210	10389000580	Illumina HiSeq 4000 sequencing: GSM7500503: hbca_c17,P13,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c17,P13,replicate_2,both,overnight_digestion
SRR24975820	SRX20733012	SAMN35813492	GSM7500503	GSM7500503	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	85391678	8368384444	Illumina HiSeq 4000 sequencing: GSM7500503: hbca_c17,P13,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c17,P13,replicate_2,both,overnight_digestion
SRR24975824	SRX20733012	SAMN35813492	GSM7500503	GSM7500503	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	16590113	1625831074	Illumina HiSeq 4000 sequencing: GSM7500503: hbca_c17,P13,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c17,P13,replicate_2,both,overnight_digestion
