run_accession	experiment_accession	sample_accession	sample_alias	library_name	library_strategy	instrument_model	instrument_platform	read_count	base_count	experiment_title	sample_title
SRR24975702	SRX20733029	SAMN35813476	GSM7500519	GSM7500519	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	32791971	2984069361	Illumina NovaSeq 6000 sequencing: GSM7500519: hbca_c161,P120,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c161,P120,replicate_1,contra,3hr_digestion
SRR24975706	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	68667796	6248769436	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975707	SRX20733032	SAMN35813474	GSM7500521	GSM7500521	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	68959425	6275307675	Illumina NovaSeq 6000 sequencing: GSM7500521: hbca_c167,P126,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c167,P126,replicate_1,contra,3hr_digestion
SRR24975711	SRX20733026	SAMN35813479	GSM7500516	GSM7500516	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	140804063	12813169733	Illumina NovaSeq 6000 sequencing: GSM7500516: hbca_c163,P122,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c163,P122,replicate_1,contra,3hr_digestion
SRR24975726	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	27147337	2470407667	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975732	SRX20733023	SAMN35813482	GSM7500513	GSM7500513	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	116212712	10575356792	Illumina NovaSeq 6000 sequencing: GSM7500513: hbca_c154,P113,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c154,P113,replicate_1,contra,3hr_digestion
SRR24975737	SRX20733022	SAMN35813483	GSM7500512	GSM7500512	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	177649653	16166118423	Illumina NovaSeq 6000 sequencing: GSM7500512: hbca_c165,P124,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c165,P124,replicate_1,contra,3hr_digestion
SRR24975739	SRX20733021	SAMN35813484	GSM7500511	GSM7500511	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	103280107	10121450486	Illumina HiSeq 4000 sequencing: GSM7500511: hbca_c19,P15,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c19,P15,replicate_1,both,overnight_digestion
SRR24975741	SRX20733021	SAMN35813484	GSM7500511	GSM7500511	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	92332958	9048629884	Illumina HiSeq 4000 sequencing: GSM7500511: hbca_c19,P15,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c19,P15,replicate_1,both,overnight_digestion
SRR24975742	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	19959864	1816347624	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975744	SRX20733020	SAMN35813489	GSM7500506	GSM7500506	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	81819681	8018328738	Illumina HiSeq 4000 sequencing: GSM7500506: hbca_c14,P12,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c14,P12,replicate_1,both,overnight_digestion
SRR24975749	SRX20733019	SAMN35813485	GSM7500510	GSM7500510	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	103373982	10130650236	Illumina HiSeq 4000 sequencing: GSM7500510: hbca_c24,P19,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c24,P19,replicate_1,both,overnight_digestion
SRR24975750	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	18523567	1685644597	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975751	SRX20733024	SAMN35813481	GSM7500514	GSM7500514	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	19619708	1785393428	Illumina NovaSeq 6000 sequencing: GSM7500514: hbca_c166,P125,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c166,P125,replicate_1,contra,3hr_digestion
SRR24975754	SRX20733019	SAMN35813485	GSM7500510	GSM7500510	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	77997630	7643767740	Illumina HiSeq 4000 sequencing: GSM7500510: hbca_c24,P19,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c24,P19,replicate_1,both,overnight_digestion
SRR24975755	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	31886096	3124837408	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975756	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	44046901	4316596298	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975760	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	44693098	4379923604	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975762	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	13745605	1347069290	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975766	SRX20733018	SAMN35813486	GSM7500509	GSM7500509	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	33762304	3308705792	Illumina HiSeq 4000 sequencing: GSM7500509: hbca_c23,P18,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c23,P18,replicate_2,both,overnight_digestion
SRR24975767	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	25900607	2538259486	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975770	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	32408148	3175998504	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975771	SRX20733017	SAMN35813487	GSM7500508	GSM7500508	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	26305291	2577918518	Illumina HiSeq 4000 sequencing: GSM7500508: hbca_c22,P18,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c22,P18,replicate_1,both,overnight_digestion
SRR24975773	SRX20733011	SAMN35813493	GSM7500502	GSM7500502	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	70990923	6957110454	Illumina HiSeq 4000 sequencing: GSM7500502: hbca_c16,P13,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c16,P13,replicate_1,both,overnight_digestion
SRR24975776	SRX20733011	SAMN35813493	GSM7500502	GSM7500502	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	15613625	1530135250	Illumina HiSeq 4000 sequencing: GSM7500502: hbca_c16,P13,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c16,P13,replicate_1,both,overnight_digestion
SRR24975779	SRX20733016	SAMN35813488	GSM7500507	GSM7500507	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	103992522	10191267156	Illumina HiSeq 4000 sequencing: GSM7500507: hbca_c15,P12,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c15,P12,replicate_2,both,overnight_digestion
SRR24975788	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	27404363	2685627574	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975789	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	20666979	2025363942	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975791	SRX20733015	SAMN35813491	GSM7500504	GSM7500504	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	20382544	1997489312	Illumina HiSeq 4000 sequencing: GSM7500504: hbca_c21,P17,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c21,P17,replicate_1,both,overnight_digestion
SRR24975801	SRX20733014	SAMN35813490	GSM7500505	GSM7500505	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	33691458	3301762884	Illumina HiSeq 4000 sequencing: GSM7500505: hbca_c20,P16,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c20,P16,replicate_1,both,overnight_digestion
SRR24975808	SRX20733013	SAMN35813494	GSM7500501	GSM7500501	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	100750389	9873538122	Illumina HiSeq 4000 sequencing: GSM7500501: hbca_c18,P14,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c18,P14,replicate_1,both,overnight_digestion
SRR24975818	SRX20733012	SAMN35813492	GSM7500503	GSM7500503	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	79994538	7839464724	Illumina HiSeq 4000 sequencing: GSM7500503: hbca_c17,P13,replicate_2,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c17,P13,replicate_2,both,overnight_digestion
SRR24908613	SRX20670092	SAMN35724693	GSM7475160	GSM7475160	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	192054153	17476927923	Illumina NovaSeq 6000 sequencing: GSM7475160: hbca_n16,P59,replicate_1,right,nuclei Homo sapiens RNA-Seq	hbca_n16,P59,replicate_1,right,nuclei
SRR24908617	SRX20670090	SAMN35724695	GSM7475158	GSM7475158	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	178382983	16232851453	Illumina NovaSeq 6000 sequencing: GSM7475158: hbca_n14,P23,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n14,P23,replicate_1,contra,nuclei
SRR24908618	SRX20670090	SAMN35724695	GSM7475158	GSM7475158	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	179787905	16360699355	Illumina NovaSeq 6000 sequencing: GSM7475158: hbca_n14,P23,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n14,P23,replicate_1,contra,nuclei
SRR24908625	SRX20670086	SAMN35724704	GSM7475149	GSM7475149	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	185391003	16499799267	Illumina NovaSeq 6000 sequencing: GSM7475149: hbca_n05,P133,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n05,P133,replicate_1,contra,nuclei
SRR24908627	SRX20670085	SAMN35724699	GSM7475154	GSM7475154	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	91901549	9006351802	Illumina HiSeq 4000 sequencing: GSM7475154: hbca_n10,P19,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n10,P19,replicate_1,left and right breast,nuclei
SRR24908630	SRX20670085	SAMN35724699	GSM7475154	GSM7475154	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	66643983	6531110334	Illumina HiSeq 4000 sequencing: GSM7475154: hbca_n10,P19,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n10,P19,replicate_1,left and right breast,nuclei
SRR24908631	SRX20670084	SAMN35724700	GSM7475153	GSM7475153	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	20349028	1994204744	Illumina HiSeq 4000 sequencing: GSM7475153: hbca_n09,P18,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n09,P18,replicate_1,left and right breast,nuclei
SRR24908635	SRX20670083	SAMN35724701	GSM7475152	GSM7475152	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	44954185	4405510130	Illumina HiSeq 4000 sequencing: GSM7475152: hbca_n08,P17,replicate_1,blank,nuclei Homo sapiens RNA-Seq	hbca_n08,P17,replicate_1,blank,nuclei
SRR24908637	SRX20670083	SAMN35724701	GSM7475152	GSM7475152	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	34833090	3413642820	Illumina HiSeq 4000 sequencing: GSM7475152: hbca_n08,P17,replicate_1,blank,nuclei Homo sapiens RNA-Seq	hbca_n08,P17,replicate_1,blank,nuclei
SRR24908640	SRX20670082	SAMN35724702	GSM7475151	GSM7475151	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	14110624	1382841152	Illumina HiSeq 4000 sequencing: GSM7475151: hbca_n07,P12,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n07,P12,replicate_1,left and right breast,nuclei
SRR24908641	SRX20670082	SAMN35724702	GSM7475151	GSM7475151	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	17452604	1710355192	Illumina HiSeq 4000 sequencing: GSM7475151: hbca_n07,P12,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n07,P12,replicate_1,left and right breast,nuclei
SRR24908645	SRX20670081	SAMN35724703	GSM7475150	GSM7475150	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	16632294	1629964812	Illumina HiSeq 4000 sequencing: GSM7475150: hbca_n06,P134,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n06,P134,replicate_1,left and right breast,nuclei
SRR24908646	SRX20670081	SAMN35724703	GSM7475150	GSM7475150	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	18097475	1773552550	Illumina HiSeq 4000 sequencing: GSM7475150: hbca_n06,P134,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n06,P134,replicate_1,left and right breast,nuclei
SRR24908647	SRX20670080	SAMN35724705	GSM7475148	GSM7475148	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	190620896	17346501536	Illumina NovaSeq 6000 sequencing: GSM7475148: hbca_n04,P37,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n04,P37,replicate_1,contra,nuclei
SRR24908648	SRX20670080	SAMN35724705	GSM7475148	GSM7475148	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	190822814	17364876074	Illumina NovaSeq 6000 sequencing: GSM7475148: hbca_n04,P37,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n04,P37,replicate_1,contra,nuclei
SRR24908650	SRX20670078	SAMN35724707	GSM7475146	GSM7475146	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	341973136	43088615136	Illumina HiSeq 4000 sequencing: GSM7475146: hbca_n02,P08,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n02,P08,replicate_1,contra,nuclei
SRR24908651	SRX20670077	SAMN35724708	GSM7475145	GSM7475145	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	118409780	14919632280	Illumina HiSeq 4000 sequencing: GSM7475145: hbca_n01,P01,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n01,P01,replicate_1,contra,nuclei
SRR24908653	SRX20670076	SAMN35724685	GSM7475168	GSM7475168	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	189920294	17282746754	Illumina NovaSeq 6000 sequencing: GSM7475168: hbca_n24,P41,replicate_1,right,nuclei Homo sapiens RNA-Seq	hbca_n24,P41,replicate_1,right,nuclei
SRR24908657	SRX20670074	SAMN35724687	GSM7475166	GSM7475166	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	164755627	14992762057	Illumina NovaSeq 6000 sequencing: GSM7475166: hbca_n22,P40,replicate_1,right,nuclei Homo sapiens RNA-Seq	hbca_n22,P40,replicate_1,right,nuclei
SRR24908660	SRX20670072	SAMN35724689	GSM7475164	GSM7475164	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	204851831	18641516621	Illumina NovaSeq 6000 sequencing: GSM7475164: hbca_n20,P39,replicate_1,right,nuclei Homo sapiens RNA-Seq	hbca_n20,P39,replicate_1,right,nuclei
SRR24908665	SRX20670070	SAMN35724691	GSM7475162	GSM7475162	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	177744921	16174787811	Illumina NovaSeq 6000 sequencing: GSM7475162: hbca_n18,P38,replicate_1,right,nuclei Homo sapiens RNA-Seq	hbca_n18,P38,replicate_1,right,nuclei
SRR24908667	SRX20670069	SAMN35724692	GSM7475161	GSM7475161	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	167959363	15284302033	Illumina NovaSeq 6000 sequencing: GSM7475161: hbca_n17,P38,replicate_1,left,nuclei Homo sapiens RNA-Seq	hbca_n17,P38,replicate_1,left,nuclei
SRR24916188	SRX20677101	SAMN35724360	GSM7475121	GSM7475121	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	376273215	37627321500	Illumina NovaSeq 6000 sequencing: GSM7475121: P82, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P82, replicate_1, right, frozen tissue OCT, visium
SRR24916193	SRX20677098	SAMN35724363	GSM7475118	GSM7475118	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	423500797	16093030286	Illumina NovaSeq 6000 sequencing: GSM7475118: P127, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P127, replicate_1, right, frozen tissue OCT, visium
SRR24916194	SRX20677098	SAMN35724363	GSM7475118	GSM7475118	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	423500797	42350079700	Illumina NovaSeq 6000 sequencing: GSM7475118: P127, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P127, replicate_1, right, frozen tissue OCT, visium
SRR24916195	SRX20677097	SAMN35724364	GSM7475117	GSM7475117	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	452452634	17193200092	Illumina NovaSeq 6000 sequencing: GSM7475117: P67, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P67, replicate_1, right, frozen tissue OCT, visium
SRR24916196	SRX20677097	SAMN35724364	GSM7475117	GSM7475117	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	452452634	45245263400	Illumina NovaSeq 6000 sequencing: GSM7475117: P67, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P67, replicate_1, right, frozen tissue OCT, visium
SRR24916197	SRX20677096	SAMN35724365	GSM7475116	GSM7475116	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	404107425	15356082150	Illumina NovaSeq 6000 sequencing: GSM7475116: P65, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P65, replicate_1, right, frozen tissue OCT, visium
SRR24916201	SRX20677094	SAMN35724367	GSM7475114	GSM7475114	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	199121575	23894589000	Illumina NovaSeq 6000 sequencing: GSM7475114: P46, replicate_1, left, frozen tissue OCT, visium Homo sapiens RNA-Seq	P46, replicate_1, left, frozen tissue OCT, visium
SRR24916202	SRX20677094	SAMN35724367	GSM7475114	GSM7475114	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	205219118	24626294160	Illumina NovaSeq 6000 sequencing: GSM7475114: P46, replicate_1, left, frozen tissue OCT, visium Homo sapiens RNA-Seq	P46, replicate_1, left, frozen tissue OCT, visium
SRR24916204	SRX20677093	SAMN35724368	GSM7475113	GSM7475113	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	478182981	62163787530	Illumina NovaSeq 6000 sequencing: GSM7475113: P35, replicate_1, contra, frozen tissue OCT, visium Homo sapiens RNA-Seq	P35, replicate_1, contra, frozen tissue OCT, visium
SRR24916205	SRX20677092	SAMN35724369	GSM7475112	GSM7475112	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	461115960	17522406480	Illumina NovaSeq 6000 sequencing: GSM7475112: P10, replicate_1, contra, frozen tissue OCT, visium Homo sapiens RNA-Seq	P10, replicate_1, contra, frozen tissue OCT, visium
SRR24975289	SRX20733011	SAMN35813493	GSM7500502	GSM7500502	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	77244561	7569966978	Illumina HiSeq 4000 sequencing: GSM7500502: hbca_c16,P13,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c16,P13,replicate_1,both,overnight_digestion
SRR24975290	SRX20733010	SAMN35813501	GSM7500494	GSM7500494	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	174930484	15918674044	Illumina NovaSeq 6000 sequencing: GSM7500494: hbca_c32,P24,replicate_1,NA,overnight_digestion Homo sapiens RNA-Seq	hbca_c32,P24,replicate_1,NA,overnight_digestion
SRR24975291	SRX20733013	SAMN35813494	GSM7500501	GSM7500501	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	71460035	7003083430	Illumina HiSeq 4000 sequencing: GSM7500501: hbca_c18,P14,replicate_1,both,overnight_digestion Homo sapiens RNA-Seq	hbca_c18,P14,replicate_1,both,overnight_digestion
SRR24975293	SRX20733009	SAMN35813495	GSM7500500	GSM7500500	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	233735928	21269969448	Illumina NovaSeq 6000 sequencing: GSM7500500: hbca_c49,P43,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c49,P43,replicate_1,contra,overnight_digestion
SRR24975294	SRX20732961	SAMN35813496	GSM7500499	GSM7500499	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196900470	17917942770	Illumina NovaSeq 6000 sequencing: GSM7500499: hbca_c48,P43,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c48,P43,replicate_1,contra,3hr_digestion
SRR24975297	SRX20733006	SAMN35813562	GSM7500433	GSM7500433	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	86468600	7868642600	Illumina NovaSeq 6000 sequencing: GSM7500433: hbca_c124,P83,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c124,P83,replicate_1,right,3hr_digestion
SRR24975302	SRX20733004	SAMN35813553	GSM7500442	GSM7500442	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	68279121	6213400011	Illumina NovaSeq 6000 sequencing: GSM7500442: hbca_c133,P92,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c133,P92,replicate_1,right,2hr_digstion
SRR24975305	SRX20733004	SAMN35813553	GSM7500442	GSM7500442	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	69058208	6284296928	Illumina NovaSeq 6000 sequencing: GSM7500442: hbca_c133,P92,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c133,P92,replicate_1,right,2hr_digstion
SRR24975316	SRX20733001	SAMN35813556	GSM7500439	GSM7500439	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	88659146	8067982286	Illumina NovaSeq 6000 sequencing: GSM7500439: hbca_c130,P89,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c130,P89,replicate_1,right,2hr_digstion
SRR24975321	SRX20732999	SAMN35813558	GSM7500437	GSM7500437	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	87662123	7977253193	Illumina NovaSeq 6000 sequencing: GSM7500437: hbca_c128,P87,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c128,P87,replicate_1,right,3hr_digestion
SRR24975323	SRX20732999	SAMN35813558	GSM7500437	GSM7500437	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	84057069	7649193279	Illumina NovaSeq 6000 sequencing: GSM7500437: hbca_c128,P87,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c128,P87,replicate_1,right,3hr_digestion
SRR24975328	SRX20732997	SAMN35813561	GSM7500434	GSM7500434	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	90187495	8207062045	Illumina NovaSeq 6000 sequencing: GSM7500434: hbca_c125,P84,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c125,P84,replicate_1,right,2hr_digstion
SRR24975330	SRX20732997	SAMN35813561	GSM7500434	GSM7500434	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	87519796	7964301436	Illumina NovaSeq 6000 sequencing: GSM7500434: hbca_c125,P84,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c125,P84,replicate_1,right,2hr_digstion
SRR24975333	SRX20732995	SAMN35813571	GSM7500424	GSM7500424	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	197823033	18001896003	Illumina NovaSeq 6000 sequencing: GSM7500424: hbca_c115,P74,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c115,P74,replicate_1,right,2hr_digstion
SRR24975334	SRX20732995	SAMN35813571	GSM7500424	GSM7500424	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196718817	17901412347	Illumina NovaSeq 6000 sequencing: GSM7500424: hbca_c115,P74,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c115,P74,replicate_1,right,2hr_digstion
SRR24975344	SRX20732992	SAMN35813544	GSM7500451	GSM7500451	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	114405504	10410900864	Illumina NovaSeq 6000 sequencing: GSM7500451: hbca_c142,P101,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c142,P101,replicate_1,right,3hr_digestion
SRR24975345	SRX20732992	SAMN35813544	GSM7500451	GSM7500451	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	113426627	10321823057	Illumina NovaSeq 6000 sequencing: GSM7500451: hbca_c142,P101,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c142,P101,replicate_1,right,3hr_digestion
SRR24975356	SRX20732989	SAMN35813548	GSM7500447	GSM7500447	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	113453549	10324272959	Illumina NovaSeq 6000 sequencing: GSM7500447: hbca_c138,P97,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c138,P97,replicate_1,right,3hr_digestion
SRR24975361	SRX20732988	SAMN35813549	GSM7500446	GSM7500446	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103239893	9394830263	Illumina NovaSeq 6000 sequencing: GSM7500446: hbca_c137,P96,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c137,P96,replicate_1,left,2hr_digstion
SRR24975364	SRX20732987	SAMN35813550	GSM7500445	GSM7500445	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103418006	9411038546	Illumina NovaSeq 6000 sequencing: GSM7500445: hbca_c136,P95,replicate_1,left,6hr_digestion Homo sapiens RNA-Seq	hbca_c136,P95,replicate_1,left,6hr_digestion
